Molecule ChEMBL ID,Standard Value,Smiles,Source Description,Assay Description,Assay Type,Assay Organism,Assay Tissue Name,Document Journal,Document Year,Target Name,Standard Type,Standard Units,pChEMBL Value,Molecular Weight,AlogP
CHEMBL4864987,0.2399,CC(=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NCCN1CCN(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Scientific Literature,Displacement of [3H]-NMS from human muscarinic M2 receptor expressed in CHO cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Eur J Med Chem,2021.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.62,1244.1,1.81
CHEMBL4847898,0.309,CC(=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)CNCCN1CCN(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Scientific Literature,Displacement of [3H]-NMS from human muscarinic M2 receptor expressed in CHO cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Eur J Med Chem,2021.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.51,1301.15,0.92
CHEMBL4869865,323.59,CC(=O)N[C@@H](CCCN)C(=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NCCN1CCN(C(=O)CC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Scientific Literature,Displacement of [3H]-NMS from human muscarinic M2 receptor expressed in CHO cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Eur J Med Chem,2021.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.49,1344.18,-0.22
CHEMBL2205825,1248.0,COc1ccc(CN2C3C4C5CC6C7C5C3C7C2(O)C64)cc1,Scientific Literature,Binding affinity to M2 muscarinic receptor,B,,,Bioorg Med Chem Lett,2012.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.9,295.38,1.96
CHEMBL4645019,194.98,C[N+](C)(C)C[C@@H]1COC[C@@H](c2ccc(Sc3ccccc3)cc2)O1.[I-],Scientific Literature,Displacement of [3H]NMS from human recombinant muscarinic receptor M2 expressed in CHO-K1 cell membranes incubated for 2 hrs by scintillation counting method,B,Homo sapiens,,J Med Chem,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.71,471.4,4.0
CHEMBL4639004,239.88,C[N+](C)(C)C[C@@H]1CO[C@@H](c2ccccc2)[C@@H](c2ccccc2)O1.[I-],Scientific Literature,Displacement of [3H]NMS from human recombinant muscarinic receptor M2 expressed in CHO-K1 cell membranes incubated for 2 hrs by scintillation counting method,B,Homo sapiens,,J Med Chem,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.62,439.34,3.59
CHEMBL4638935,870.96,C[N+](C)(C)C[C@@H]1CO[C@@H](C(c2ccccc2)c2ccccc2)CO1.[I-],Scientific Literature,Displacement of [3H]NMS from human recombinant muscarinic receptor M2 expressed in CHO-K1 cell membranes incubated for 2 hrs by scintillation counting method,B,Homo sapiens,,J Med Chem,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.06,453.36,3.31
CHEMBL15928,1000.0,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1,Scientific Literature,Binding affinity against muscarinic M2 receptor,B,,,J Med Chem,1994.0,Muscarinic acetylcholine receptor M2,Ki,nM,,497.6,5.03
CHEMBL352375,42.66,CC(C1=C(CCN(C(C)C)C(C)C)Cc2ccccc21)c1ccccn1,Scientific Literature,Binding affinity towards cloned human muscarinic acetylcholine receptor M2 stably expressed in CHO-K1 cells using [3H]N-methylscopolamine,B,,,J Med Chem,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.37,348.53,5.7
CHEMBL2151158,0.17,CCN(CC)CCOc1ccc(CN2CCC(C3CCN(Cc4ccc(C(=O)NC(C)C)cc4)CC3)CC2)cc1,Scientific Literature,Antagonist activity at human muscarinic M2 receptor,F,Homo sapiens,,J Med Chem,2011.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.77,548.82,5.67
CHEMBL130835,9.2,COc1ccccc1CN1CCC(C2CCN(C(=O)CCCCCCC(=O)N3CCC(C4CCN(Cc5ccccc5OC)CC4)CC3)CC2)CC1,Scientific Literature,Affinity for human muscarinic acetylcholine receptor M2 expressed in CHO-K1 cells,B,,,J Med Chem,2001.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.04,715.04,7.65
CHEMBL4638411,0.9333,CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)NCCNC(=O)CCc3cn(CCCCC4CCN(CC(=O)N5c6ccccc6NC(=O)c6ccccc65)CC4)cn3)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccccc21.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Scientific Literature,Displacement of [3H]-NMS from human muscarinic M2 receptor stably expressed in CHO-K9 cells by radioligand competitive binding assay,B,Homo sapiens,,J Med Chem,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.03,1386.57,
CHEMBL4116470,0.3548,CCC(=O)NCc1cc(C(=O)NCCNC(=O)CCc2cn(CCCCC3CCN(CC(=O)N4c5ccccc5NC(=O)c5ccccc54)CC3)cn2)cc(C(=O)NCCNC(=O)CCc2cn(CCCCC3CCN(CC(=O)N4c5ccccc5NC(=O)c5ccccc54)CC3)cn2)c1,Scientific Literature,"Displacement of 4-(2-((1E,3E)-5-((E)-3,3-Dimethyl-1-(6-oxo-6-((2-(3-(1-(4-(1-(2-oxo-2-(11-oxo-10,11-dihydro-5H-dibenzo[b,e][1,4]diazepin-5-yl)ethyl)piperidin-4-yl)butyl)-1H-imidazol-4-yl)propanamido)ethyl)-amino)hexyl)-5-sulfoindolin-2-ylidene)penta-1,3-dien-1-yl)-3,3-dimethyl-3H-indol-1-ium-1-yl)butane-1-sulfonateHydrotrifluoroacetate fluorescent tracer from human muscarinic M2 receptor expressed in CHO-K9 cells measured after 60 mins by Hoechst H33342 dye based confocal plate reader assay",B,Homo sapiens,,J Med Chem,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.45,1358.66,
CHEMBL85,1000.0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Scientific Literature,Binding affinity to M2 receptor (unknown origin) by PDSP assay,B,Homo sapiens,,Medchemcomm,2012.0,Muscarinic acetylcholine receptor M2,Ki,nM,,410.49,3.59
CHEMBL64000,7.0,CC(=O)OC1CC2CCCC1N2,Scientific Literature,Inhibition of [3H]- oxotremorine-M binding to human Muscarinic acetylcholine receptor M2 expressed in CHO cell membranes,B,Homo sapiens,,J Med Chem,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.15,169.22,0.83
CHEMBL421113,0.29,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(S(=O)(=O)CCC)CC2)CC1,Scientific Literature,Binding affinity towards Muscarinic acetylcholine receptor M2 stably expressed in CHO-K1 cells using [3H]-QNB as radioligand,B,,,Bioorg Med Chem Lett,2001.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.54,546.76,4.46
CHEMBL2178569,1.3,CC1(C)CN(CC/C=C2/c3cc(C(=O)O)ccc3OCc3ncccc32)C[C@H](c2ccc(Cl)cc2)[C@H]1O,Scientific Literature,Binding affinity to muscarinic M2 receptor,B,,,J Med Chem,2012.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.89,519.04,5.63
CHEMBL52203,17.0,CC(C)S(=O)(=O)c1ccc(CC2CCN(C3CCN(C(=O)c4ccc(F)c5ccccc45)CC3)CC2)cc1,Scientific Literature,Binding affinity against cloned human muscarinic acetylcholine receptor M2.,B,,,Bioorg Med Chem Lett,2004.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.77,536.71,5.72
CHEMBL276239,0.9,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4cccc5ccccc45)CC3)CC2)cc1,Scientific Literature,Binding affinity for human Muscarinic acetylcholine receptor M2,B,Homo sapiens,,J Med Chem,2002.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.05,486.73,6.9
CHEMBL1200604,37.0,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,DrugMatrix,DRUGMATRIX: Muscarinic M2 radioligand binding (ligand: [3H] N-Methylscopolamine),B,,,,,Muscarinic acetylcholine receptor M2,Ki,nM,7.43,284.36,2.21
CHEMBL593620,33884.42,C[C@@H]1OC[C@@H](C[N+](C)(C)C)OC1(C)C.[I-],Scientific Literature,Displacement of [3H]NMS from human muscarinic M2 receptor expressed in CHO cells by microplate scintillation counting,B,Homo sapiens,,Bioorg Med Chem,2009.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.47,329.22,1.28
CHEMBL257431,55.0,CCCCN(CCCC)c1ccc(/C=C/c2cc[n+](CCC[N+](CC)(CC)CC)cc2)cc1.[Br-].[Br-],Scientific Literature,Displacement of [3H]N-methyl Scopolamine from human cloned muscarinic M2 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.26,611.55,6.82
CHEMBL4800495,95499.26,CC1CCCCN1CC(=O)n1c2ccccc2c2ccccc21,Scientific Literature,Displacement of [3H]-NMS from muscarinic M2 receptor (unknown origin) expressed in CHO-K1 cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.02,306.41,4.31
CHEMBL4760823,54.95,O=C(CCN1CCCc2ccccc21)NC1CCCCC1,Scientific Literature,Displacement of [3H]-NMS from muscarinic M2 receptor (unknown origin) expressed in CHO-K1 cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.26,286.42,3.28
CHEMBL27673,14.3,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,Scientific Literature,Affinity for human muscarinic acetylcholine receptor M2 expressed in CHO-K1 cells,B,,,J Med Chem,2001.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.84,582.92,7.22
CHEMBL4649224,13.18,CN(C)CC1COCC(c2ccccc2)(C2CCCCC2)O1,Scientific Literature,Displacement of [3H]NMS from human recombinant muscarinic receptor M2 expressed in CHO-K1 cell membranes incubated for 2 hrs by scintillation counting method,B,Homo sapiens,,J Med Chem,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.88,303.45,3.44
CHEMBL12587,72.0,C[C@@H]1O[C@H](C[N+](C)(C)C)C[C@H]1O,Scientific Literature,Inhibition of [3H]- oxotremorine-M binding to human Muscarinic acetylcholine receptor M2 expressed in CHO cell membranes,B,Homo sapiens,,J Med Chem,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.14,174.26,0.23
CHEMBL294273,4400.0,CC(=O)OC1CC2CCCC1N2C,Scientific Literature,Inhibition of [3H]- oxotremorine-M binding to human Muscarinic acetylcholine receptor M2 expressed in CHO cell membranes,B,Homo sapiens,,J Med Chem,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.36,183.25,1.17
CHEMBL7002,7505.0,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,DrugMatrix,DRUGMATRIX: Muscarinic M2 radioligand binding (ligand: [3H] N-Methylscopolamine),B,,,,,Muscarinic acetylcholine receptor M2,Ki,nM,5.12,333.45,3.93
CHEMBL376897,0.1778,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,Scientific Literature,Binding affinity to human cloned muscarinic receptor M2 expressed in CHO cells,B,Homo sapiens,,J Med Chem,2007.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.75,318.39,1.06
CHEMBL4084262,52.0,COc1ccccc1N1CCC2(CCN(CCCSc3nnc(-c4ccccc4)n3C)CC2)CC1,Scientific Literature,Displacement of [3H]-QNB/[3H]-NMS from human muscarinic M2 receptor expressed in stable CHO cells after 90 mins by microbeta scintillation counting method,B,Homo sapiens,,J Med Chem,2019.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.28,491.71,5.36
CHEMBL4448944,0.72,O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],Scientific Literature,Displacement of [3H]NMS from human M2R expressed in CHOK1 cell membranes incubated for 2 hrs by microbeta scintillation counting method,B,Homo sapiens,,Bioorg Med Chem,2019.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.14,536.51,4.71
CHEMBL4643290,141.25,CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)NCCCCC3CCN(CC(=O)N4c5ccccc5NC(=O)c5ccccc54)CC3)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccccc21.O=C(O)C(F)(F)F,Scientific Literature,Displacement of [3H]-NMS from human muscarinic M2 receptor stably expressed in CHO-K9 cells by radioligand competitive binding assay,B,Homo sapiens,,J Med Chem,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.85,1107.35,10.67
CHEMBL74300,3235.94,C[N+](C)(C)CC#CCOC(=O)Nc1cccc(Cl)c1.[Cl-],Scientific Literature,Displacement of [3H]NMS from human muscarinic M2 receptor expressed in CHO cells by microplate scintillation counting,B,Homo sapiens,,Bioorg Med Chem,2009.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.49,317.22,2.6
CHEMBL7303,40.0,COC(=O)C1=CCCN(C)C1,Scientific Literature,Inhibition of [3H]- quinuclidinyl benzilate binding to human Muscarinic acetylcholine receptor M2 expressed in CHO cell membrane,B,Homo sapiens,,J Med Chem,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.4,155.2,0.42
CHEMBL517712,1.9,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,Scientific Literature,Displacement of [3H]-AFDX-384 from human muscarinic M2 receptor expressed in CHO-K1 cells,B,Homo sapiens,,J Med Chem,2010.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.72,289.38,1.93
CHEMBL3323280,9.772,CC(C)(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+]1(C)[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-].[Br-],Scientific Literature,Displacement of [3H]-NMS from human muscarinic M2 Y104A mutant expressed in Flp-In-CHO cells by liquid scintillation counting,B,Homo sapiens,,J Med Chem,2014.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.01,793.68,5.4
CHEMBL3323286,2.188,C[N+](C)(C)CC#CCOC1=NOCC1.[Br-],Scientific Literature,Displacement of [3H]-NMS from human muscarinic M2 Y177Q/T423H mutant expressed in Flp-In-CHO cells by liquid scintillation counting,B,Homo sapiens,,J Med Chem,2014.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.66,277.16,0.45
CHEMBL3323279,54.95,C[N+](C)(C)CCCCCC[N+]1(C)[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-].[Br-],Scientific Literature,Displacement of [3H]-NMS from human muscarinic M2 W422A mutant expressed in Flp-In-CHO cells by liquid scintillation counting,B,Homo sapiens,,J Med Chem,2014.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.26,592.46,3.71
CHEMBL3323284,6.457,CC(C)(CN1C(=O)c2cccc3cccc(c23)C1=O)C[N+](C)(C)CCCCCC[N+]1(C)[C@@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-].[Br-],Scientific Literature,Displacement of [3H]-NMS from human muscarinic M2 W422A mutant expressed in Flp-In-CHO cells by liquid scintillation counting,B,Homo sapiens,,J Med Chem,2014.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.19,857.73,5.55
CHEMBL27673,2.399,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,Scientific Literature,Displacement of [3H] N-methyl-scopolamine chloride from human muscarinic receptor M2 expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2007.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.62,582.92,7.22
CHEMBL9967,173.78,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,Scientific Literature,Displacement of [3H]N-methylscopolamine chloride from human cloned muscarinic M2 receptor expressed in CHOK1 cells,B,Homo sapiens,,Bioorg Med Chem,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.76,351.41,1.56
CHEMBL539373,141.25,C[N+]1(C)CCC[C@H]1[C@H]1C[S+]([O-])C(c2ccccc2)(c2ccccc2)O1.[I-],Scientific Literature,Displacement of [3H]NMS from human muscarinic M2 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.85,483.42,3.27
CHEMBL294273,2754.23,CC(=O)OC1CC2CCCC1N2C,Scientific Literature,Binding affinity to human cloned muscarinic M2 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.56,183.25,1.17
CHEMBL4761549,40738.03,O=C(CN1CCCc2ccc(O)cc21)N1CCCCC1,Scientific Literature,Displacement of [3H]-NMS from muscarinic M2 receptor (unknown origin) expressed in CHO-K1 cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.39,274.36,2.16
CHEMBL4757676,100000.0,O=C(CN1CCc2ccc(Br)cc21)N1CCCCC1,Scientific Literature,Displacement of [3H]-NMS from muscarinic M2 receptor (unknown origin) expressed in CHO-K1 cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,,323.23,2.82
CHEMBL4646457,2238.72,C[N+](C)(C)C[C@@H]1CO[C@H](c2ccccc2)[C@@H](c2ccccc2)O1.[I-],Scientific Literature,Displacement of [3H]NMS from human recombinant muscarinic receptor M2 expressed in CHO-K1 cell membranes incubated for 2 hrs by scintillation counting method,B,Homo sapiens,,J Med Chem,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.65,439.34,3.59
CHEMBL390842,2089.3,C[C@H]1COC[C@@H](C[N+](C)(C)C)O1.[I-],Scientific Literature,Displacement of [3H]NMS from human muscarinic M2 receptor transfected in CHO cells after 120 mins by scintillation counting analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2014.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.68,301.17,0.5
CHEMBL14,1230.27,C[N+](C)(C)CCOC(N)=O.[Cl-],Scientific Literature,Displacement of [3H]NMS from human muscarinic M2 receptor expressed in CHO cells by liquid scintillation counter,B,Homo sapiens,,J Med Chem,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.91,182.65,-0.21
CHEMBL3323279,18.62,C[N+](C)(C)CCCCCC[N+]1(C)[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-].[Br-],Scientific Literature,Displacement of [3H]-NMS from human muscarinic M2 Y177Q mutant expressed in Flp-In-CHO cells by liquid scintillation counting,B,Homo sapiens,,J Med Chem,2014.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.73,592.46,3.71
CHEMBL3323286,8.71,C[N+](C)(C)CC#CCOC1=NOCC1.[Br-],Scientific Literature,Displacement of [3H]-NMS from human muscarinic M2 Y177Q mutant expressed in Flp-In-CHO cells by liquid scintillation counting,B,Homo sapiens,,J Med Chem,2014.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.06,277.16,0.45
CHEMBL539120,70.79,C[N+]1(C)CCC[C@H]1[C@H]1C[S+]([O-])[C@@](c2ccccc2)(C2CCCCC2)O1.[I-],Scientific Literature,Displacement of [3H]NMS from human muscarinic M2 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.15,489.46,3.81
CHEMBL4080675,562.34,CCCCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,Scientific Literature,Displacement of [3H]NMS from human muscarinic M2 receptor expressed in CHO cell membranes after 2 hrs by liquid scintillation counting method,B,Homo sapiens,,J Med Chem,2018.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.25,342.53,4.65
CHEMBL4435641,300.0,O=C(OCCCc1ccc(Cl)c(Cl)c1)N(c1ccccc1)C1CN2CCC1CC2,Scientific Literature,Displacement of [3H]NMS from human M2 AChR expressed in CHO cell membranes after 1 to 2 hrs by liquid scintillation spectrometry method,B,Homo sapiens,,Bioorg Med Chem Lett,2019.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.52,433.38,5.66
CHEMBL221753,204.0,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],DrugMatrix,DRUGMATRIX: Muscarinic M2 radioligand binding (ligand: [3H] N-Methylscopolamine),B,,,,,Muscarinic acetylcholine receptor M2,Ki,nM,6.69,448.09,6.07
CHEMBL2432039,195.0,C1C2C3CC4C2C2C1C3[C@H](NCC13C5C6C7C5C1C7C63)C42,Scientific Literature,Inhibition of muscarinic M2 receptor (unknown origin) by PDSP assay,B,Homo sapiens,,Bioorg Med Chem,2013.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.71,277.41,2.09
CHEMBL2432057,10000.0,CN(Cc1cccnc1)[C@H]1C2C3CC4C5C3CC2C5C41,Scientific Literature,Inhibition of muscarinic M2 receptor (unknown origin) by PDSP assay,B,Homo sapiens,,Bioorg Med Chem,2013.0,Muscarinic acetylcholine receptor M2,Ki,nM,,266.39,2.66
CHEMBL5281043,1.4,NCCCCCCN1CCC(COC(=O)Nc2ccc(F)cc2-c2ccc(F)c(Cl)c2)CC1,Scientific Literature,Displacement of [3H]N-methylscopolamine from human muscarinic M2 receptor expressed in human HEK293T cell membranes by radioligand competition binding based analysis,B,Homo sapiens,,J Med Chem,2022.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.85,480.0,6.06
CHEMBL5271406,9.6,CC1(C)C(/C=C/C=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)=[N+](CCCCCC(=O)NCCCCCCCCN2CCC(OC(=O)Nc3ccc(F)cc3-c3ccc(F)c(Cl)c3)CC2)c2ccc(S(=O)(=O)[O-])cc21,Scientific Literature,Displacement of [3H]N-methylscopolamine from human muscarinic M2 receptor expressed in human HEK293T cell membranes by radioligand competition binding based analysis,B,Homo sapiens,,J Med Chem,2022.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.02,1160.89,
CHEMBL4758316,616.6,O=C(CCN1CCCc2ccccc21)N1CCCC(CO)C1,Scientific Literature,Displacement of [3H]-NMS from muscarinic M2 receptor (unknown origin) expressed in CHO-K1 cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.21,302.42,2.06
CHEMBL1535,5128.61,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,SARS-CoV-2 Screening Data,Activity of compound against Muscarinic acetylcholine receptor M2 (CHRM2) by displacement of 3H-QNB,B,Homo sapiens,,Nature,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.29,335.88,3.78
CHEMBL3545181,0.7036,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12.O.[Br-],EUbOPEN Chemogenomic Library,"PDSP Secondary Binding target: CHRM2 - Compounds are tested at 10 uM concentration, plate are incubated at room temperature in the dark for 90 minutes. Reaction are stopped by vacuum filtration onto 0.3% polyethyleneimine soaked filter mats using Filtermate harvester. Scintillation cocktail is then melted onto microwave-dried filters on a hot plate and the radio activity is counted in Microbia counter. Compounds showing a minimum of 50% inhibition at 10 uM concentration are carried forward in this secondary binding assay to determine equilibrium binding affinity.",B,Homo sapiens,,,2024.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.15,490.44,2.35
CHEMBL629,29.0,CN(C)CCC=C1c2ccccc2CCc2ccccc21,DrugMatrix,DRUGMATRIX: Muscarinic M2 radioligand binding (ligand: [3H] N-Methylscopolamine),B,,,,,Muscarinic acetylcholine receptor M2,Ki,nM,7.54,277.41,4.17
CHEMBL4648144,10.72,NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Scientific Literature,Displacement of [3H]-NMS from human muscarinic M2 receptor stably expressed in CHO-K9 cells by radioligand competitive binding assay,B,Homo sapiens,,J Med Chem,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.97,634.57,3.76
CHEMBL4642045,16.98,Cc1cc(/C=C/C=C/c2ccc(N(C)C)cc2)cc(C)[n+]1CCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,Scientific Literature,Displacement of [3H]-NMS from human muscarinic M2 receptor stably expressed in CHO-K9 cells by radioligand competitive binding assay,B,Homo sapiens,,J Med Chem,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.77,895.94,8.2
CHEMBL4787944,3311.31,Cn1ccc(NC(=O)CCN2CCCc3ccccc32)n1,Scientific Literature,Displacement of [3H]-NMS from muscarinic M2 receptor (unknown origin) expressed in CHO-K1 cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.48,284.36,2.2
CHEMBL4756873,7244.36,O=C(CCN1CCCc2ccccc21)Nc1cccnn1,Scientific Literature,Displacement of [3H]-NMS from muscarinic M2 receptor (unknown origin) expressed in CHO-K1 cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.14,282.35,2.26
CHEMBL4758742,48977.88,CCn1c2ccccc2c2ccc(NCC(=O)N3CCCCC3)cc21,Scientific Literature,Displacement of [3H]-NMS from muscarinic M2 receptor (unknown origin) expressed in CHO-K1 cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.31,335.45,4.24
CHEMBL3770346,3162.28,COc1nc2sc(C(=O)NC3CC3)c(N)c2c(C)c1Cl,Scientific Literature,Displacement of [3H]NMS from wild-type human mAChR2 expressed in Flp-In-CHO cell membranes in presence of mAChR2 agonist acetylcholine after 90 mins by scintillation counting analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2017.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.5,311.79,2.74
