Molecule ChEMBL ID,Standard Value,Smiles,Source Description,Assay Description,Assay Type,Assay Organism,Assay Tissue Name,Document Journal,Document Year,Target Name,Standard Type,Standard Units,pChEMBL Value,Molecular Weight,AlogP
CHEMBL3697574,5.41,Cc1cc(Oc2nccc(C)c2Cl)ccc1-c1c(C)n[nH]c(=O)c1C,BindingDB Patent Bioactivity Data,"Competition Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor.D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium.",B,,,,2015.0,Dopamine D1 receptor,Ki,nM,8.27,355.83,4.51
CHEMBL3697587,24.2,Cc1cc(Oc2ncccc2Cl)ccc1-c1c(C)c(=O)[nH]c(=O)n1C,BindingDB Patent Bioactivity Data,"Competition Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor.D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium.",B,,,,2015.0,Dopamine D1 receptor,Ki,nM,7.62,357.8,3.2
CHEMBL3671295,67.9,Cc1cc(Oc2nccc3[nH]ccc23)ccc1-c1cc(=O)[nH]nc1C,BindingDB Patent Bioactivity Data,"Receptor Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor. D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium condition.",B,,,,2014.0,Dopamine D1 receptor,Ki,nM,7.17,332.36,3.72
CHEMBL3671299,124.0,COc1cc(Oc2nccc3n[nH]cc23)ccc1-c1c(C)ncnc1C,BindingDB Patent Bioactivity Data,"Receptor Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor. D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium condition.",B,,,,2014.0,Dopamine D1 receptor,Ki,nM,6.91,347.38,3.83
CHEMBL3671301,69.6,Cc1ncnc(C#N)c1-c1ccc(Oc2nccc3n[nH]cc23)cc1F,BindingDB Patent Bioactivity Data,"Receptor Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor. D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium condition.",B,,,,2014.0,Dopamine D1 receptor,Ki,nM,7.16,346.33,3.53
CHEMBL5424897,10000.0,CCc1cc(Cl)c(OC)c(N2CCN(CC[C@H]3CC[C@H](NC(=O)CCOC)CC3)CC2)c1,Scientific Literature,Displacement of [3H]-SCH23390 from D1 receptor in HEK293 cell membranes by scintillation counting method,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,,466.07,4.13
CHEMBL1201356,539.0,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,DrugMatrix,DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390),B,,,,,Dopamine D1 receptor,Ki,nM,6.27,339.44,1.92
CHEMBL104571,29.0,CCc1ccc2c(c1)[C@@H]1c3cc(O)c(O)cc3CC[C@H]1NC2,Scientific Literature,Binding affinity to dopamine D1 receptor,B,,,Eur J Med Chem,2012.0,Dopamine D1 receptor,Ki,nM,7.54,295.38,3.21
CHEMBL5427695,10000.0,COc1cccc(N2CCN(CC[C@H]3CC[C@H](NC(=O)N(C)C)CC3)CC2)c1F,Scientific Literature,Displacement of [3H]-SCH23390 from D1 receptor in HEK293 cell membranes by scintillation counting method,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,,406.55,3.18
CHEMBL5434229,10000.0,COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(C(F)(F)F)n3)CC2)CC1,Scientific Literature,Displacement of [3H]-SCH23390 from D1 receptor in HEK293 cell membranes by scintillation counting method,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,,442.53,3.32
CHEMBL42,53.0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Scientific Literature,Binding affinity against dopamine receptor D1,B,,,J Med Chem,2001.0,Dopamine D1 receptor,Ki,nM,7.28,326.83,3.72
CHEMBL2334891,4.5,COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor (unknown origin) expressed in human HEK293 cells by liquid scintillation counter,B,Homo sapiens,,Bioorg Med Chem,2013.0,Dopamine D1 receptor,Ki,nM,8.35,341.41,3.07
CHEMBL1200809,577.17,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl,EUbOPEN Chemogenomic Library,"PDSP Secondary Binding target: DRD1 - Compounds are tested at 10 uM concentration, plate are incubated at room temperature in the dark for 90 minutes. Reaction are stopped by vacuum filtration onto 0.3% polyethyleneimine soaked filter mats using Filtermate harvester. Scintillation cocktail is then melted onto microwave-dried filters on a hot plate and the radio activity is counted in Microbia counter. Compounds showing a minimum of 50% inhibition at 10 uM concentration are carried forward in this secondary binding assay to determine equilibrium binding affinity.",B,Homo sapiens,,,2024.0,Dopamine D1 receptor,Ki,nM,6.24,418.37,4.3
CHEMBL42,189.0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Scientific Literature,Displacement of [3H]SCH-23390 from human cloned D1 dopamine receptor expressed in HEKT cells incubated for 90 mins by scintillation counting based radioligand binding assay,B,Homo sapiens,,Medchemcomm,2015.0,Dopamine D1 receptor,Ki,nM,6.72,326.83,3.72
CHEMBL715,70.0,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Scientific Literature,Displacement of [3H]SCH-23390 from human cloned D1 dopamine receptor expressed in HEKT cells incubated for 90 mins by scintillation counting based radioligand binding assay,B,Homo sapiens,,Medchemcomm,2015.0,Dopamine D1 receptor,Ki,nM,7.16,312.44,3.44
CHEMBL210567,660.0,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccc2CCc2ccc(cc2)CC3)CC1,Scientific Literature,Displacement of [3H]SCH 23390 from D1 receptor of porcine striatal membrane,B,Homo sapiens,,J Med Chem,2006.0,Dopamine D1 receptor,Ki,nM,6.18,497.68,4.91
CHEMBL3697622,59.1,Cc1cc(Oc2ncccc2C(F)F)ccc1-c1c(C)n[nH]c(=O)c1C,BindingDB Patent Bioactivity Data,"Competition Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor.D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium.",B,,,,2015.0,Dopamine D1 receptor,Ki,nM,7.23,357.36,4.49
CHEMBL3697577,87.3,Cc1c(-c2ccc(Oc3ncccc3Cl)cc2)n(C)c(=O)[nH]c1=O,BindingDB Patent Bioactivity Data,"Competition Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor.D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium.",B,,,,2015.0,Dopamine D1 receptor,Ki,nM,7.06,343.77,2.89
CHEMBL3697585,63.1,Cc1cc(Oc2ncccc2OC(F)(F)F)ccc1-c1c(C)c(=O)[nH]c(=O)n1C,BindingDB Patent Bioactivity Data,"Competition Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor.D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium.",B,,,,2015.0,Dopamine D1 receptor,Ki,nM,7.2,407.35,3.44
CHEMBL3671288,44.3,Cc1ncnc(C)c1-c1ccc(Oc2nccc3[nH]ccc23)cc1,BindingDB Patent Bioactivity Data,"Receptor Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor. D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium condition.",B,,,,2014.0,Dopamine D1 receptor,Ki,nM,7.35,316.36,4.43
CHEMBL100454,66.0,CN1CCN(C2=Nc3ccccc3Nc3sc(CO)cc32)CC1,Scientific Literature,In vitro binding affinity of compound against dopamine neuronal Dopamine receptor D1,B,,,Bioorg Med Chem Lett,1997.0,Dopamine D1 receptor,Ki,nM,7.18,328.44,2.62
CHEMBL298406,1.9,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,Scientific Literature,Binding affinity to displace [3H]-SCH- 23390 against Dopamine receptor D1,B,,,J Med Chem,1990.0,Dopamine D1 receptor,Ki,nM,8.72,313.83,3.98
CHEMBL5188139,10000.0,Cc1ccc(CO[C@H]2CCCN(Cc3cccc(F)c3)C2)cc1,Scientific Literature,Displacement of [3H]SCH23390 from D1 receptor in HEK293 cell membrane assessed as inhibition constant,B,Homo sapiens,,Eur J Med Chem,2022.0,Dopamine D1 receptor,Ki,nM,,313.42,4.32
CHEMBL2334881,7.51,COc1c(O)ccc2c1CN1CCc3cc4c(cc3[C@@H]1C2)OCCO4,BindingDB Patent Bioactivity Data,"Reception Binding Assay: Different concentrations (10^â5 M-10^â11 M) of the compound of the invention and corresponding isotope receptor ligand as well as receptor protein were loaded into the reaction tube and incubated in 30Â° C. water bath for 60 minutes. The reaction was terminated in a refrigerator. The reaction mixture was put in a Millipore filter (millipore) cell sample collector, filtered through suction filtration using GF/C glass fiber filter paper, and dried. The resulting sample was placed into 0.5 mL tube. 500 Î¼L liquid scintillation fluid was added and intensity of radioactivity was determined by counting. For dopamine D1 receptor: isotope receptor ligands [3H] SCH23390 (85.0 Ci/mmol) (D1-selective, purchased from Amersham Corporation), D1 receptor protein expressed in HEK-293 cells; For D2 dopamine receptor: isotope receptor ligands [3H] Spiperone (77.0 Ci/mmol) (D2-selective, purchased from Amersham Corporation); D2 receptor protein expressed in HEK-293 cells; For 5-HT1A receptor: isotope receptor ligands [3H] 8-OH-DPAT; 5-HT1A receptor protein expressed in HEK-293 cells; For 5-HT2A receptor: isotope receptor ligands [3H]-Ketanserin; 5-HT2A receptor protein expressed in HEK-293 cells.",B,,,,2016.0,Dopamine D1 receptor,Ki,nM,8.12,339.39,2.83
CHEMBL1489369,2.92,Br.CN1CCc2cc(Br)c(O)cc2C(c2ccccc2)C1,EUbOPEN Chemogenomic Library,"PDSP Secondary Binding target: DRD1 - Compounds are tested at 10 uM concentration, plate are incubated at room temperature in the dark for 90 minutes. Reaction are stopped by vacuum filtration onto 0.3% polyethyleneimine soaked filter mats using Filtermate harvester. Scintillation cocktail is then melted onto microwave-dried filters on a hot plate and the radio activity is counted in Microbia counter. Compounds showing a minimum of 50% inhibition at 10 uM concentration are carried forward in this secondary binding assay to determine equilibrium binding affinity.",B,Homo sapiens,,,2024.0,Dopamine D1 receptor,Ki,nM,8.54,413.15,3.77
CHEMBL3697570,8.42,C=C(C)c1cccnc1Oc1ccc(-c2c(C)c(=O)[nH]c(=O)n2C)c(C)c1,BindingDB Patent Bioactivity Data,"Competition Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor.D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium.",B,,,,2015.0,Dopamine D1 receptor,Ki,nM,8.07,363.42,3.58
CHEMBL59,12000.0,NCCc1ccc(O)c(O)c1,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in HEK293 cells by scintillation counting analysis,B,Homo sapiens,,Bioorg Med Chem,2013.0,Dopamine D1 receptor,Ki,nM,4.92,153.18,0.6
CHEMBL53,492.0,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in HEK293 cells by scintillation counting analysis,B,Homo sapiens,,Bioorg Med Chem,2013.0,Dopamine D1 receptor,Ki,nM,6.31,267.33,2.85
CHEMBL3764557,100000.0,Cc1ncoc1-c1nnc(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)n1C,Scientific Literature,Binding affinity to dopamine D1 receptor (unknown origin),B,Homo sapiens,,Bioorg Med Chem Lett,2016.0,Dopamine D1 receptor,Ki,nM,,467.52,4.35
CHEMBL4085920,7500.0,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cc4ccccn4n3)CC2)cc(C(F)(F)F)n1,Scientific Literature,Displacement of [3H]SCH23990 from human D1 receptor expressed in HEK293T cell membranes,B,Homo sapiens,,Bioorg Med Chem,2017.0,Dopamine D1 receptor,Ki,nM,5.12,503.57,3.77
CHEMBL4060837,5700.0,Cc1ccc(S(=O)(=O)[O-])cc1.O=C(NCCCCN1CC[N+]2(CCOc3ccccc32)CC1)c1cc2ccccn2n1,Scientific Literature,Displacement of [3H]SCH23990 from human D1 receptor expressed in HEK293T cell membranes,B,Homo sapiens,,Bioorg Med Chem,2017.0,Dopamine D1 receptor,Ki,nM,5.24,591.73,2.56
CHEMBL3780438,3111.0,COc1cc(CCN(C)Cc2cccc(O)c2OC)ccc1O,Scientific Literature,Displacement of [3H]SCH2390 from human dopamine D1 receptor by PDSP assay,B,Homo sapiens,,Bioorg Med Chem,2016.0,Dopamine D1 receptor,Ki,nM,5.51,317.39,2.79
CHEMBL612083,230.0,CCCN(CCc1ccccc1)[C@H]1CCc2c(O)cccc2C1,Scientific Literature,Binding affinity against dopamine receptor D1 by using [3H]-SCH- 23390 as radioligand in caudate-putamen of monkey,B,Cercopithecidae,Caudate-putamen,J Med Chem,1991.0,Dopamine D1 receptor,Ki,nM,6.64,309.45,4.2
CHEMBL59,243.0,NCCc1ccc(O)c(O)c1,Scientific Literature,Displacement of [3H]-SCH23390 from human dopamine D1 receptor expressed in LTK cell membranes after 30 mins by liquid scintillation counting,B,Homo sapiens,,J Med Chem,2018.0,Dopamine D1 receptor,Ki,nM,6.61,153.18,0.6
CHEMBL5400876,2736.0,c1ccc(N2CCN(CCCc3nc4ccccc4s3)CC2)nc1,Scientific Literature,Binding affinity to D1 receptor (unknown origin) assessed as inhibition constant,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,5.56,338.48,3.45
CHEMBL3897805,23.65,COc1ccc(OC)c2c1C[C@H]1c3cc4c(cc3CCN1C2)OCO4,BindingDB Patent Bioactivity Data,"Reception Binding Assay: Different concentrations (10^â5 M-10^â11 M) of the compound of the invention and corresponding isotope receptor ligand as well as receptor protein were loaded into the reaction tube and incubated in 30Â° C. water bath for 60 minutes. The reaction was terminated in a refrigerator. The reaction mixture was put in a Millipore filter (millipore) cell sample collector, filtered through suction filtration using GF/C glass fiber filter paper, and dried. The resulting sample was placed into 0.5 mL tube. 500 Î¼L liquid scintillation fluid was added and intensity of radioactivity was determined by counting. For dopamine D1 receptor: isotope receptor ligands [3H] SCH23390 (85.0 Ci/mmol) (D1-selective, purchased from Amersham Corporation), D1 receptor protein expressed in HEK-293 cells; For D2 dopamine receptor: isotope receptor ligands [3H] Spiperone (77.0 Ci/mmol) (D2-selective, purchased from Amersham Corporation); D2 receptor protein expressed in HEK-293 cells; For 5-HT1A receptor: isotope receptor ligands [3H] 8-OH-DPAT; 5-HT1A receptor protein expressed in HEK-293 cells; For 5-HT2A receptor: isotope receptor ligands [3H]-Ketanserin; 5-HT2A receptor protein expressed in HEK-293 cells.",B,,,,2016.0,Dopamine D1 receptor,Ki,nM,7.63,339.39,3.09
CHEMBL5426242,190.55,COc1cccc2c3c(oc12)CN(CCCCOc1ccc2ccc(=O)[nH]c2c1)CC3,Scientific Literature,Displacement of [3H]-SCH23390 from Dopamine D1 receptor (unknown origin) expressed in HEK293T cell membrane incubated for 2 hrs by radioligand competitive binding based MicroBeta TriLux reader method,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,6.72,418.49,4.5
CHEMBL490533,48.6,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor after 1 hr,B,Homo sapiens,,Bioorg Med Chem Lett,2017.0,Dopamine D1 receptor,Ki,nM,7.31,339.39,3.09
CHEMBL3697613,15.3,Cc1cc(Oc2ncccc2C2CC2)ccc1-c1c(C)c(=O)[nH]c(=O)n1C,BindingDB Patent Bioactivity Data,"Competition Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor.D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium.",B,,,,2015.0,Dopamine D1 receptor,Ki,nM,7.82,363.42,3.42
CHEMBL3697622,44.3,Cc1cc(Oc2ncccc2C(F)F)ccc1-c1c(C)n[nH]c(=O)c1C,BindingDB Patent Bioactivity Data,"Competition Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor.D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium.",B,,,,2015.0,Dopamine D1 receptor,Ki,nM,7.35,357.36,4.49
CHEMBL225230,1.0,CCCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,Scientific Literature,Binding affinity to dopamine D1 receptor high binding site by radioligand displacement assay,B,,,ACS Med Chem Lett,2011.0,Dopamine D1 receptor,Ki,nM,9.0,295.38,3.63
CHEMBL584,6467.0,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,DrugMatrix,DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390),B,,,,,Dopamine D1 receptor,Ki,nM,5.19,567.8,4.75
CHEMBL24077,130.0,Oc1cc2c(cc1O)[C@@H](c1ccccc1)CNCC2,Scientific Literature,Binding affinity against dopamine receptor D1 by using [3H]-SCH- 23390 as radioligand in caudate-putamen of monkey,B,Cercopithecidae,Caudate-putamen,J Med Chem,1991.0,Dopamine D1 receptor,Ki,nM,6.89,255.32,2.38
CHEMBL25856,35.7,Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in CHO cells by scintillation counting,B,Homo sapiens,,Bioorg Med Chem,2009.0,Dopamine D1 receptor,Ki,nM,7.45,267.33,2.65
CHEMBL3344463,633.79,COc1cc2c(cc1O)[C@@H]1Cc3sc(CC(C)(C)C)cc3CN1CC2,Scientific Literature,Displacement of [3H]SCH23390 from D1 receptor (unknown origin) transfected in HEK293T cells after 50 mins by liquid scintillation counting analysis,B,Homo sapiens,,Bioorg Med Chem,2014.0,Dopamine D1 receptor,Ki,nM,6.2,357.52,4.71
CHEMBL2334891,6.2,COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2,Scientific Literature,Displacement of [3H]SCH23390 from human 3HA-tagged dopamine D1 receptor expressed in HEK293 cells after 1 hr,B,Homo sapiens,,Bioorg Med Chem Lett,2017.0,Dopamine D1 receptor,Ki,nM,8.21,341.41,3.07
CHEMBL10085,5000.0,CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1,Scientific Literature,Binding affinity towards dopamine receptor D1 (human clone),B,Homo sapiens,,J Med Chem,1994.0,Dopamine D1 receptor,Ki,nM,,421.59,4.42
CHEMBL464099,373.0,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C,Scientific Literature,Displacement of [3H]SCH23390 from human recombinant dopamine D1 receptor expressed in HEKT cell membranes by radioligand binding assay,B,Homo sapiens,,J Nat Prod,2015.0,Dopamine D1 receptor,Ki,nM,6.43,341.41,3.17
CHEMBL8514,2.3,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,Scientific Literature,Displacement of [3H]SCH2390 from human dopamine D1 receptor by PDSP assay,B,Homo sapiens,,Bioorg Med Chem,2016.0,Dopamine D1 receptor,Ki,nM,8.64,361.53,4.84
CHEMBL441618,1.9,CN1CCc2ccccc2Cc2[nH]c3ccccc3c2CC1,Scientific Literature,Displacement of [3H]SCH 23390 from human D1 dopamine receptor expressed in HEK293 cells,B,Homo sapiens,,J Med Chem,2006.0,Dopamine D1 receptor,Ki,nM,8.72,290.41,3.79
CHEMBL307790,7.0,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3C[C@@H]21,Scientific Literature,Binding affinity to displace [3H]- SCH 23390 against Dopamine receptor D1,B,,,J Med Chem,1990.0,Dopamine D1 receptor,Ki,nM,8.15,299.8,3.59
CHEMBL1457510,6.5,COc1c(O)ccc2c1CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor after 1 hr,B,Homo sapiens,,Bioorg Med Chem Lett,2017.0,Dopamine D1 receptor,Ki,nM,8.19,325.36,2.79
CHEMBL201093,4.0,CN1CCc2ccccc2Cc2ccsc2CC1,Scientific Literature,Displacement of [3H]SCH-23390 from human cloned D1 dopamine receptor incubated for 90 mins by radioligand binding assay,B,Homo sapiens,,Medchemcomm,2015.0,Dopamine D1 receptor,Ki,nM,8.4,257.4,3.37
